problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
590B,pass@27,8.0,115.0,91.0,182.0,123.0,273.0,811.23,1895.31,6.33,11998.11,666.56,0.6318,25.0,80.0,80.0,21.25,56.05,56.05
590B,pass@29,13.0,69.0,64.0,125.0,82.0,189.0,469.59,1201.58,11.78,14149.01,786.06,0.4005,4.0,59.0,69.0,3.39,48.54,48.67
590B,pass@30,10.0,91.0,75.0,150.0,101.0,225.0,625.43,1498.1,8.24,12346.96,685.94,0.4994,20.0,94.0,94.0,0.0,32.17,32.03
590B,pass@31,5.0,23.0,13.0,26.0,28.0,39.0,115.65,187.49,2.83,529.85,29.44,0.0625,3.0,34.0,36.0,5.88,63.82,63.82
590B,pass@32,10.0,63.0,50.0,97.0,73.0,147.0,409.79,909.9,7.7,7004.82,389.16,0.3033,7.0,46.0,46.0,0.0,41.93,42.07
595B,pass@1,8.0,30.0,23.0,46.0,38.0,69.0,171.21,362.11,6.13,2220.92,123.38,0.1207,1.0,34.0,36.0,0.0,48.0,48.0
595B,pass@2,8.0,24.0,24.0,48.0,32.0,72.0,134.04,360.0,8.0,2880.0,160.0,0.12,8.0,35.0,37.0,0.0,46.82,46.82
595B,pass@3,7.0,32.0,24.0,48.0,39.0,72.0,179.65,380.55,5.25,1997.88,110.99,0.1268,2.0,31.0,33.0,0.0,48.4,48.54
595B,pass@4,8.0,52.0,47.0,94.0,60.0,141.0,320.42,832.87,7.23,6022.3,334.57,0.2776,6.0,47.0,49.0,25.53,67.06,67.19
595B,pass@5,8.0,31.0,24.0,48.0,39.0,72.0,177.58,380.55,6.19,2356.95,130.94,0.1268,1.0,34.0,36.0,0.0,47.71,47.85
595B,pass@6,7.0,46.0,36.0,72.0,53.0,108.0,273.74,618.62,5.48,3388.94,188.27,0.2062,8.0,62.0,64.0,0.0,39.98,39.98
595B,pass@7,9.0,43.0,47.0,94.0,52.0,141.0,261.86,803.76,9.84,7906.78,439.27,0.2679,9.0,50.0,52.0,10.0,58.83,58.83
595B,pass@8,8.0,40.0,41.0,82.0,48.0,123.0,236.88,686.95,8.2,5632.99,312.94,0.229,7.0,37.0,39.0,21.62,68.5,68.5
595B,pass@9,7.0,31.0,24.0,48.0,38.0,72.0,173.23,377.85,5.42,2047.71,113.76,0.126,7.0,32.0,34.0,15.62,68.83,68.96
595B,pass@10,7.0,33.0,25.0,50.0,40.0,75.0,186.12,399.14,5.3,2116.68,117.59,0.133,2.0,34.0,36.0,0.0,47.43,47.57
595B,pass@11,7.0,31.0,29.0,58.0,38.0,87.0,173.23,456.57,6.55,2989.8,166.1,0.1522,2.0,35.0,37.0,0.0,46.9,46.9
